entity:sample_id	aligned_bam	annotated_vcf	bai	bam	cancer_igv_report	cancer_variants_tsv	cancer_vcf	cigar_N_split_bai	cigar_N_split_bam	clair3_high_conf_outputs_tar_gz	clair3_vcf	clair_dna_mix_log	clair_dna_mix_vcfdir	clair_rna_mix_vcf	clair_rna_vcf	CTAT_mm2_bai	CTAT_mm2_bam	deepvariant_merged_tbi	deepvariant_merged_vcf	fastq	fastq2	filtered_vcf	haplotype_caller_realigned_bai	haplotype_caller_realigned_bam	haplotype_caller_vcf	high_conf_outputs_tar_gz	longcallR_phased_bam	longcallR_phased_vcf	minimap2_bai	minimap2_bam	minimap2_log	output_log_final	output_SJ	outputs_tar_gz	phased_vcf	platform	recalibrated_bam	recalibrated_bam_index	sample	sequencing	short_read_fastq1	short_read_fastq2	ubam
DepMap_v1v2mrgd_K562					gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-CancerVariantReport/DepMap_v1v2mrgd_K562.cancer.igvjs_viewer.html	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-FilterCancerVariants/DepMap_v1v2mrgd_K562.cancer.tsv	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-FilterCancerVariants/DepMap_v1v2mrgd_K562.cancer.vcf	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-SplitNCigarLongReads/DepMap_v1v2mrgd_K562.sorted.sorted.splitNcigar.bam.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-SplitNCigarLongReads/DepMap_v1v2mrgd_K562.sorted.sorted.splitNcigar.bam		gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/1a825530-e01a-4d6a-862c-6c78c7a21d16/ClairWorkflow/91f8c589-969f-42e8-be7e-09cd7c9cabe6/call-clairTask/DepMap_v1v2mrgd_K562/output.vcf.gz					gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-mm2/DepMap_v1v2mrgd_K562.mm2.bam.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-mm2/DepMap_v1v2mrgd_K562.mm2.bam			gs://fc-d438f734-542a-445f-96e1-e07b4a7cddbc/DepMap/DepMap_v1v2Combined_Oct2023/DepMap_v1v2combined_K562.fastq.gz		gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-VariantFiltration/DepMap_v1v2mrgd_K562.filtered.vcf.gz	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-MergeRealignedBams/DepMap_v1v2mrgd_K562.HC_realigned.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-MergeRealignedBams/DepMap_v1v2mrgd_K562.HC_realigned.bam	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-MergeVCFs/DepMap_v1v2mrgd_K562.vcf.gz		gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/2c900227-2304-447a-94f8-b8c4ad28fdbc/longcallrWorkflow/32d4fcbb-7c7d-4c88-8853-47b6ca53b943/call-longcallrTask/DepMap_v1v2mrgd_K562.phased.bam	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/2c900227-2304-447a-94f8-b8c4ad28fdbc/longcallrWorkflow/32d4fcbb-7c7d-4c88-8853-47b6ca53b943/call-longcallrTask/DepMap_v1v2mrgd_K562.vcf	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-mm2/DepMap_v1v2mrgd_K562.mm2.bam.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/604b16ac-6122-49ea-8efc-c773839aa732/call-CM_Terra_wf/ctat_mutations_Terra/e953bf0d-e2a4-4db2-80bc-5ada93eea5d6/call-CM_wf/ctat_mutations/a8b59db4-0cc1-4c49-831c-ec07702ef470/call-mm2/DepMap_v1v2mrgd_K562.mm2.bam													
DepMap_v1v2mrgd_SKBR3					gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-CancerVariantReport/DepMap_v1v2mrgd_SKBR3.cancer.igvjs_viewer.html	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-FilterCancerVariants/DepMap_v1v2mrgd_SKBR3.cancer.tsv	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-FilterCancerVariants/DepMap_v1v2mrgd_SKBR3.cancer.vcf	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-SplitNCigarLongReads/DepMap_v1v2mrgd_SKBR3.sorted.sorted.splitNcigar.bam.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-SplitNCigarLongReads/DepMap_v1v2mrgd_SKBR3.sorted.sorted.splitNcigar.bam		gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/1a825530-e01a-4d6a-862c-6c78c7a21d16/ClairWorkflow/d1886ff1-e0cd-434a-a7d7-d15b05e9179d/call-clairTask/DepMap_v1v2mrgd_SKBR3/output.vcf.gz					gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-mm2/DepMap_v1v2mrgd_SKBR3.mm2.bam.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-mm2/DepMap_v1v2mrgd_SKBR3.mm2.bam			gs://fc-d438f734-542a-445f-96e1-e07b4a7cddbc/DepMap/DepMap_v1v2Combined_Oct2023/DepMap_v1v2combined_SKBR3.fastq.gz		gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-VariantFiltration/DepMap_v1v2mrgd_SKBR3.filtered.vcf.gz	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-MergeRealignedBams/DepMap_v1v2mrgd_SKBR3.HC_realigned.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-MergeRealignedBams/DepMap_v1v2mrgd_SKBR3.HC_realigned.bam	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-MergeVCFs/DepMap_v1v2mrgd_SKBR3.vcf.gz		gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/2c900227-2304-447a-94f8-b8c4ad28fdbc/longcallrWorkflow/684766d6-6304-4362-90c4-365b5ae9a27c/call-longcallrTask/DepMap_v1v2mrgd_SKBR3.phased.bam	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/2c900227-2304-447a-94f8-b8c4ad28fdbc/longcallrWorkflow/684766d6-6304-4362-90c4-365b5ae9a27c/call-longcallrTask/DepMap_v1v2mrgd_SKBR3.vcf	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-mm2/DepMap_v1v2mrgd_SKBR3.mm2.bam.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5cd4da5d-0536-46a9-ae88-5ee4dd2a988a/ctat_mutations_Terra_hg38/8827ba28-b550-4ef7-a7e2-6287d92967c9/call-CM_Terra_wf/ctat_mutations_Terra/427a59d6-db89-4186-b623-fa2d6f50e41b/call-CM_wf/ctat_mutations/d108e1c8-9052-415e-9db1-66e2bce046a7/call-mm2/DepMap_v1v2mrgd_SKBR3.mm2.bam													
HG002_giab_na24385_isoseq			gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/77a76170-10a2-4e53-a101-34c88930aa4b/LineargenomeAlignment/0b7387b6-e61e-4a9e-94df-5463b871679d/call-minimapTask/giab_na24385.bam.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/77a76170-10a2-4e53-a101-34c88930aa4b/LineargenomeAlignment/0b7387b6-e61e-4a9e-94df-5463b871679d/call-minimapTask/giab_na24385.bam	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/cfdd5dab-d504-4122-83a1-d5d6ffcab3ba/ctat_mutations_Terra_hg38/e74d466d-bac7-4e85-bf5b-b60156495e92/call-CM_Terra_wf/ctat_mutations_Terra/df6b5798-c06d-435f-b515-9be4682b1b5d/call-CM_wf/ctat_mutations/27b63ba3-7174-4d85-bacb-7554b3db03a0/call-CancerVariantReport/HG002_giab_na24385_isoseq.cancer.igvjs_viewer.html	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/cfdd5dab-d504-4122-83a1-d5d6ffcab3ba/ctat_mutations_Terra_hg38/e74d466d-bac7-4e85-bf5b-b60156495e92/call-CM_Terra_wf/ctat_mutations_Terra/df6b5798-c06d-435f-b515-9be4682b1b5d/call-CM_wf/ctat_mutations/27b63ba3-7174-4d85-bacb-7554b3db03a0/call-FilterCancerVariants/HG002_giab_na24385_isoseq.cancer.tsv	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/cfdd5dab-d504-4122-83a1-d5d6ffcab3ba/ctat_mutations_Terra_hg38/e74d466d-bac7-4e85-bf5b-b60156495e92/call-CM_Terra_wf/ctat_mutations_Terra/df6b5798-c06d-435f-b515-9be4682b1b5d/call-CM_wf/ctat_mutations/27b63ba3-7174-4d85-bacb-7554b3db03a0/call-FilterCancerVariants/HG002_giab_na24385_isoseq.cancer.vcf	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/cfdd5dab-d504-4122-83a1-d5d6ffcab3ba/ctat_mutations_Terra_hg38/e74d466d-bac7-4e85-bf5b-b60156495e92/call-CM_Terra_wf/ctat_mutations_Terra/df6b5798-c06d-435f-b515-9be4682b1b5d/call-CM_wf/ctat_mutations/27b63ba3-7174-4d85-bacb-7554b3db03a0/call-SplitNCigarLongReads/HG002_giab_na24385_isoseq.sorted.sorted.splitNcigar.bam.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/cfdd5dab-d504-4122-83a1-d5d6ffcab3ba/ctat_mutations_Terra_hg38/e74d466d-bac7-4e85-bf5b-b60156495e92/call-CM_Terra_wf/ctat_mutations_Terra/df6b5798-c06d-435f-b515-9be4682b1b5d/call-CM_wf/ctat_mutations/27b63ba3-7174-4d85-bacb-7554b3db03a0/call-SplitNCigarLongReads/HG002_giab_na24385_isoseq.sorted.sorted.splitNcigar.bam	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/5a6765af-a3b8-41da-a95d-35c73ce791b1/ctat_mutations_benchmarking/eed8ef57-d262-4780-b69e-da3e320ea995/call-benchmark_variants/glob-c7e917a7adb5d7884c6dd072ed772738/giab_na24385-benchmarking.tar.gz	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/9d3c749f-a3a6-472c-a94d-0c38d1bf2fe9/ClairWorkflow/33139092-acd6-42d6-b6d7-36d06a32de45/call-clairTask/HG002_giab_na24385_isoseq/output.vcf.gz					gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/CTAT_MM2_bams/giab_na24385.mm2.bam.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/CTAT_MM2_bams/giab_na24385.mm2.bam			gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/d6b977f1-18d4-4eac-8144-50a8b5377f70/uBamToFastq/25798bd4-cb46-4d64-ba46-421fb3bd2a0c/call-uBamToFastqTask/cacheCopy/giab_na24385.fastq.gz		gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/cfdd5dab-d504-4122-83a1-d5d6ffcab3ba/ctat_mutations_Terra_hg38/e74d466d-bac7-4e85-bf5b-b60156495e92/call-CM_Terra_wf/ctat_mutations_Terra/df6b5798-c06d-435f-b515-9be4682b1b5d/call-CM_wf/ctat_mutations/27b63ba3-7174-4d85-bacb-7554b3db03a0/call-VariantFiltration/HG002_giab_na24385_isoseq.filtered.vcf.gz	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/cfdd5dab-d504-4122-83a1-d5d6ffcab3ba/ctat_mutations_Terra_hg38/e74d466d-bac7-4e85-bf5b-b60156495e92/call-CM_Terra_wf/ctat_mutations_Terra/df6b5798-c06d-435f-b515-9be4682b1b5d/call-CM_wf/ctat_mutations/27b63ba3-7174-4d85-bacb-7554b3db03a0/call-MergeRealignedBams/HG002_giab_na24385_isoseq.HC_realigned.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/cfdd5dab-d504-4122-83a1-d5d6ffcab3ba/ctat_mutations_Terra_hg38/e74d466d-bac7-4e85-bf5b-b60156495e92/call-CM_Terra_wf/ctat_mutations_Terra/df6b5798-c06d-435f-b515-9be4682b1b5d/call-CM_wf/ctat_mutations/27b63ba3-7174-4d85-bacb-7554b3db03a0/call-MergeRealignedBams/HG002_giab_na24385_isoseq.HC_realigned.bam	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/cfdd5dab-d504-4122-83a1-d5d6ffcab3ba/ctat_mutations_Terra_hg38/e74d466d-bac7-4e85-bf5b-b60156495e92/call-CM_Terra_wf/ctat_mutations_Terra/df6b5798-c06d-435f-b515-9be4682b1b5d/call-CM_wf/ctat_mutations/27b63ba3-7174-4d85-bacb-7554b3db03a0/call-MergeVCFs/HG002_giab_na24385_isoseq.vcf.gz	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/6706c11a-20ca-4603-8104-b58d917e91d5/ctat_mutations_benchmarking/342f3c5e-ef6f-440d-83cb-46635454e198/call-benchmark_variants/attempt-2/glob-c7e917a7adb5d7884c6dd072ed772738/giab_na24385-benchmarking.tar.gz	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/4b29aba7-76fe-4a64-adc2-bd0b1e45bba1/longcallrWorkflow/bc0c4d50-475a-401d-be07-870a13b6e29c/call-longcallrTask/HG002_giab_na24385_isoseq.phased.bam	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/4b29aba7-76fe-4a64-adc2-bd0b1e45bba1/longcallrWorkflow/bc0c4d50-475a-401d-be07-870a13b6e29c/call-longcallrTask/HG002_giab_na24385_isoseq.vcf	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/cfdd5dab-d504-4122-83a1-d5d6ffcab3ba/ctat_mutations_Terra_hg38/e74d466d-bac7-4e85-bf5b-b60156495e92/call-CM_Terra_wf/ctat_mutations_Terra/df6b5798-c06d-435f-b515-9be4682b1b5d/call-CM_wf/ctat_mutations/27b63ba3-7174-4d85-bacb-7554b3db03a0/call-mm2/HG002_giab_na24385_isoseq.mm2.bam.bai	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/cfdd5dab-d504-4122-83a1-d5d6ffcab3ba/ctat_mutations_Terra_hg38/e74d466d-bac7-4e85-bf5b-b60156495e92/call-CM_Terra_wf/ctat_mutations_Terra/df6b5798-c06d-435f-b515-9be4682b1b5d/call-CM_wf/ctat_mutations/27b63ba3-7174-4d85-bacb-7554b3db03a0/call-mm2/HG002_giab_na24385_isoseq.mm2.bam				gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/d40e730e-789a-45e7-886a-eeeeb8be32dd/ctat_mutations_benchmarking/e2b7fcc2-f7e0-4065-a664-a29c762cfe9a/call-benchmark_variants/glob-c7e917a7adb5d7884c6dd072ed772738/giab_na24385-benchmarking.tar.gz	gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/submissions/bbd0147c-d3b2-4169-a503-3fce2c01d9cb/ClairWorkflow/0f650595-379f-4732-a217-c8552bc297f1/call-clairTask/giab_na24385/output.vcf.gz	MAS-ISO-seq			HG002	MAS-ISO-seq			gs://fc-secure-e569f195-1ada-406d-9f69-e0c0d3990c43/GIAB_HG002/giab_na24385.hifi_reads.lima.0--0.lima.IsoSeqX_bc02_5p--IsoSeqX_3p.refined.bam
